Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1777012246,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777012247,15,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777012248,15,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777012249,15,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777012250,15,POST,POST /auth/signup [setup],0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,6,0,3600,3650.8695500063673,3230.7987000094727,3914.667899996857,65.0
1777012250,15,,Aggregated,0.000000,0.000000,3700,3700,3900,3900,3900,3900,3900,3900,3900,3900,3900,6,0,3600,3650.8695500063673,3230.7987000094727,3914.667899996857,65.0
1777012251,15,POST,POST /auth/signup [setup],0.000000,0.000000,3900,3900,4200,4200,4300,4400,4400,4400,4400,4400,4400,14,0,3800,3817.621928573187,3230.7987000094727,4367.096299989498,65.0
1777012251,15,,Aggregated,0.000000,0.000000,3900,3900,4200,4200,4300,4400,4400,4400,4400,4400,4400,14,0,3800,3817.621928573187,3230.7987000094727,4367.096299989498,65.0
1777012252,15,GET,GET /user/[email],0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,951.2123000022257,951.2123000022257,951.2123000022257,951.2123000022257,148.0
1777012252,15,POST,POST /auth/signup [setup],0.000000,0.000000,3900,4100,4200,4200,4300,4400,4400,4400,4400,4400,4400,15,0,3900,3833.892473334951,3230.7987000094727,4367.096299989498,65.0
1777012252,15,,Aggregated,0.000000,0.000000,3900,3900,4200,4200,4300,4400,4400,4400,4400,4400,4400,16,0,3800,3653.7249625016557,951.2123000022257,4367.096299989498,70.1875
1777012253,15,GET,GET /user/[email],0.000000,0.000000,950,950,950,950,950,950,950,950,950,950,950,1,0,951.2123000022257,951.2123000022257,951.2123000022257,951.2123000022257,148.0
1777012253,15,POST,POST /auth/signup [setup],0.500000,0.000000,3900,4100,4200,4200,4300,4400,4400,4400,4400,4400,4400,15,0,3900,3833.892473334951,3230.7987000094727,4367.096299989498,65.0
1777012253,15,POST,POST /user/[email]/description,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,3017.51580000564,3017.51580000564,3017.51580000564,3017.51580000564,1129.0
1777012253,15,,Aggregated,0.500000,0.000000,3800,3900,4100,4200,4300,4400,4400,4400,4400,4400,4400,17,0,3800,3616.300894119537,951.2123000022257,4367.096299989498,132.47058823529412
1777012254,15,GET,GET /user/[email],0.000000,0.000000,950,950,950,950,950,950,950,950,950,950,950,1,0,951.2123000022257,951.2123000022257,951.2123000022257,951.2123000022257,148.0
1777012254,15,POST,POST /auth/signup [setup],0.500000,0.000000,3900,4100,4200,4200,4300,4400,4400,4400,4400,4400,4400,15,0,3900,3833.892473334951,3230.7987000094727,4367.096299989498,65.0
1777012254,15,POST,POST /user/[email]/description,0.000000,0.000000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,0,3017.51580000564,3017.51580000564,3017.51580000564,3017.51580000564,1129.0
1777012254,15,,Aggregated,0.500000,0.000000,3800,3900,4100,4200,4300,4400,4400,4400,4400,4400,4400,17,0,3800,3616.300894119537,951.2123000022257,4367.096299989498,132.47058823529412
1777012255,15,GET,GET /user/[email],0.142857,0.000000,950,950,950,950,950,950,950,950,950,950,950,1,0,951.2123000022257,951.2123000022257,951.2123000022257,951.2123000022257,148.0
1777012255,15,POST,POST /auth/signup [setup],2.142857,0.000000,3900,4100,4200,4200,4300,4400,4400,4400,4400,4400,4400,15,0,3900,3833.892473334951,3230.7987000094727,4367.096299989498,65.0
