Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1777016470,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777016471,15,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777016472,15,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777016473,15,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777016474,15,POST,POST /auth/signup [setup],0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,5,0,3600,3623.9206600002944,3549.0586000087205,3900.419999990845,65.0
1777016474,15,,Aggregated,0.000000,0.000000,3600,3600,3600,3900,3900,3900,3900,3900,3900,3900,3900,5,0,3600,3623.9206600002944,3549.0586000087205,3900.419999990845,65.0
1777016475,15,GET,GET /user/[email],0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,0,934.2380999878515,1057.762600001297,934.2380999878515,1181.2871000147425,148.5
1777016475,15,POST,POST /auth/signup [setup],0.000000,0.000000,3900,4100,4100,4100,4200,4500,4500,4500,4500,4500,4500,15,0,3900,3814.0654533325383,3332.0313000003807,4465.446099988185,65.0
1777016475,15,,Aggregated,0.000000,0.000000,3600,3900,4100,4100,4200,4500,4500,4500,4500,4500,4500,17,0,3600,3489.794529411216,934.2380999878515,4465.446099988185,74.82352941176471
1777016476,15,GET,GET /user/[email],0.000000,0.000000,990,990,1200,1200,1200,1200,1200,1200,1200,1200,1200,5,0,930,969.6804600011092,816.3399999903049,1181.2871000147425,148.8
1777016476,15,POST,POST /auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,1200,1164.8373666685075,1050.6469999963883,1244.1517999977805,56.0
1777016476,15,POST,POST /auth/signup [setup],0.000000,0.000000,3900,4100,4100,4100,4200,4500,4500,4500,4500,4500,4500,15,0,3900,3814.0654533325383,3332.0313000003807,4465.446099988185,65.0
1777016476,15,,Aggregated,0.000000,0.000000,3600,3900,3900,4100,4100,4200,4500,4500,4500,4500,4500,23,0,3600,2850.169399999963,816.3399999903049,4465.446099988185,82.04347826086956
