Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1777013020,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777013021,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777013022,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777013023,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777013024,5,POST,POST /auth/signup [setup],0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,5,0,3100,3099.046000003,2820.4882999998517,3292.8994000103557,65.0
1777013024,5,,Aggregated,0.000000,0.000000,3100,3200,3200,3300,3300,3300,3300,3300,3300,3300,3300,5,0,3100,3099.046000003,2820.4882999998517,3292.8994000103557,65.0
1777013025,5,GET,GET /user/[email],0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,716.115200004424,716.115200004424,716.115200004424,716.115200004424,148.0
1777013025,5,POST,POST /auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,930.3286999929696,930.3286999929696,930.3286999929696,930.3286999929696,56.0
1777013025,5,POST,POST /auth/signup [setup],0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,5,0,3100,3099.046000003,2820.4882999998517,3292.8994000103557,65.0
1777013025,5,,Aggregated,0.000000,0.000000,3100,3100,3200,3200,3300,3300,3300,3300,3300,3300,3300,7,0,3100,2448.8105571446276,716.115200004424,3292.8994000103557,75.57142857142857
1777013026,5,GET,GET /user/[email],0.000000,0.000000,720,720,720,720,720,720,720,720,720,720,720,1,0,716.115200004424,716.115200004424,716.115200004424,716.115200004424,148.0
1777013026,5,POST,POST /auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,930.3286999929696,930.3286999929696,930.3286999929696,930.3286999929696,56.0
1777013026,5,POST,POST /auth/signup [setup],0.000000,0.000000,3100,3200,3200,3300,3300,3300,3300,3300,3300,3300,3300,5,0,3100,3099.046000003,2820.4882999998517,3292.8994000103557,65.0
1777013026,5,,Aggregated,0.000000,0.000000,3100,3100,3200,3200,3300,3300,3300,3300,3300,3300,3300,7,0,3100,2448.8105571446276,716.115200004424,3292.8994000103557,75.57142857142857
1777013027,5,GET,GET /user/[email],0.000000,0.000000,720,720,720,720,720,720,720,720,720,720,720,1,0,716.115200004424,716.115200004424,716.115200004424,716.115200004424,148.0
1777013027,5,POST,POST /auth/login,0.000000,0.000000,930,930,930,930,930,930,930,930,930,930,930,1,0,930.3286999929696,930.3286999929696,930.3286999929696,930.3286999929696,56.0
1777013027,5,POST,POST /auth/signup [setup],0.000000,0.000000,3100,3200,3200,3300,3300,3300,3300,3300,3300,3300,3300,5,0,3100,3099.046000003,2820.4882999998517,3292.8994000103557,65.0
1777013027,5,,Aggregated,0.000000,0.000000,3100,3100,3200,3200,3300,3300,3300,3300,3300,3300,3300,7,0,3100,2448.8105571446276,716.115200004424,3292.8994000103557,75.57142857142857
1777013028,5,GET,GET /user/[email],0.166667,0.000000,720,720,720,720,720,720,720,720,720,720,720,1,0,716.115200004424,716.115200004424,716.115200004424,716.115200004424,148.0
1777013028,5,POST,POST /auth/login,0.166667,0.000000,930,930,930,930,930,930,930,930,930,930,930,1,0,930.3286999929696,930.3286999929696,930.3286999929696,930.3286999929696,56.0
1777013028,5,POST,POST /auth/signup [setup],0.833333,0.000000,3100,3200,3200,3300,3300,3300,3300,3300,3300,3300,3300,5,0,3100,3099.046000003,2820.4882999998517,3292.8994000103557,65.0
1777013028,5,POST,POST /user/[email]/profile-photo,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,4100,4112.638866664686,4095.002999994904,4129.701500001829,1127.0
1777013028,5,,Aggregated,1.166667,0.000000,3200,3300,4100,4100,4100,4100,4100,4100,4100,4100,4100,10,0,3100,2947.959050000645,716.115200004424,4129.701500001829,391.0
1777013029,5,GET,GET /user/[email],0.142857,0.000000,720,720,720,720,720,720,720,720,720,720,720,1,0,716.115200004424,716.115200004424,716.115200004424,716.115200004424,148.0
1777013029,5,POST,POST /auth/login,0.142857,0.000000,930,930,930,930,930,930,930,930,930,930,930,1,0,930.3286999929696,930.3286999929696,930.3286999929696,930.3286999929696,56.0
1777013029,5,POST,POST /auth/signup [setup],0.714286,0.000000,3100,3200,3200,3300,3300,3300,3300,3300,3300,3300,3300,5,0,3100,3099.046000003,2820.4882999998517,3292.8994000103557,65.0
1777013029,5,POST,POST /user/[email]/description,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,2567.5036999891745,2567.5036999891745,2567.5036999891745,2567.5036999891745,1129.0
1777013029,5,POST,POST /user/[email]/profile-photo,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,4100,4112.638866664686,4095.002999994904,4129.701500001829,1127.0
1777013029,5,,Aggregated,1.000000,0.000000,3100,3300,4100,4100,4100,4100,4100,4100,4100,4100,4100,11,0,3100,2913.3721999996023,716.115200004424,4129.701500001829,458.09090909090907
1777013030,5,GET,GET /user/[email],0.142857,0.000000,720,720,720,720,720,720,720,720,720,720,720,1,0,716.115200004424,716.115200004424,716.115200004424,716.115200004424,148.0
1777013030,5,POST,POST /auth/login,0.142857,0.000000,930,930,930,930,930,930,930,930,930,930,930,1,0,930.3286999929696,930.3286999929696,930.3286999929696,930.3286999929696,56.0
1777013030,5,POST,POST /auth/signup [setup],0.714286,0.000000,3100,3200,3200,3300,3300,3300,3300,3300,3300,3300,3300,5,0,3100,3099.046000003,2820.4882999998517,3292.8994000103557,65.0
1777013030,5,POST,POST /user/[email]/description,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,2567.5036999891745,2567.5036999891745,2567.5036999891745,2567.5036999891745,1129.0
1777013030,5,POST,POST /user/[email]/profile-photo,0.000000,0.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,3,0,4100,4112.638866664686,4095.002999994904,4129.701500001829,1127.0
1777013030,5,,Aggregated,1.000000,0.000000,3100,3300,4100,4100,4100,4100,4100,4100,4100,4100,4100,11,0,3100,2913.3721999996023,716.115200004424,4129.701500001829,458.09090909090907
1777013031,5,GET,GET /user/[email],0.111111,0.000000,720,720,720,720,720,720,720,720,720,720,720,1,0,716.115200004424,716.115200004424,716.115200004424,716.115200004424,148.0
1777013031,5,POST,POST /auth/login,0.111111,0.000000,930,930,930,930,930,930,930,930,930,930,930,1,0,930.3286999929696,930.3286999929696,930.3286999929696,930.3286999929696,56.0
1777013031,5,POST,POST /auth/signup [setup],0.555556,0.000000,3100,3200,3200,3300,3300,3300,3300,3300,3300,3300,3300,5,0,3100,3099.046000003,2820.4882999998517,3292.8994000103557,65.0
