Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1777007084,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777007085,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777007086,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777007087,10,POST,POST /auth/signup [setup],0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,4,0,2800,2809.0329999940877,2675.277399990591,2903.4149999934016,65.0
1777007087,10,,Aggregated,0.000000,0.000000,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,4,0,2800,2809.0329999940877,2675.277399990591,2903.4149999934016,65.0
1777007088,10,GET,GET /user/[email],0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,765.6309000012698,765.6309000012698,765.6309000012698,765.6309000012698,148.0
1777007088,10,POST,POST /auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,4,0,980,990.6257250004273,918.477700004587,1079.0831000049366,56.0
1777007088,10,POST,POST /auth/signup [setup],0.000000,0.000000,3300,3300,3300,3300,3500,3500,3500,3500,3500,3500,3500,10,0,3100,3097.3561999955564,2675.277399990591,3543.8374999939697,65.0
1777007088,10,,Aggregated,0.000000,0.000000,2900,3100,3300,3300,3300,3500,3500,3500,3500,3500,3500,15,0,2900,2380.1130533305695,765.6309000012698,3543.8374999939697,68.13333333333334
1777007089,10,GET,GET /user/[email],0.000000,0.000000,740,740,740,740,740,740,740,740,740,740,740,2,0,741.5351999952691,753.5830499982694,741.5351999952691,765.6309000012698,148.0
1777007089,10,POST,POST /auth/login,0.000000,0.000000,940,940,1000,1000,1000,1000,1000,1000,1000,1000,1000,7,0,980,975.4125857143663,918.477700004587,1079.0831000049366,56.0
1777007089,10,POST,POST /auth/signup [setup],0.000000,0.000000,3300,3300,3300,3300,3500,3500,3500,3500,3500,3500,3500,10,0,3100,3097.3561999955564,2675.277399990591,3543.8374999939697,65.0
1777007089,10,,Aggregated,0.000000,0.000000,2700,2900,3100,3300,3300,3500,3500,3500,3500,3500,3500,19,0,2700,2068.874536839614,741.5351999952691,3543.8374999939697,70.42105263157895
1777007090,10,GET,GET /user/[email],0.000000,0.000000,740,740,740,740,740,740,740,740,740,740,740,3,0,740,745.2336999995168,728.5350000020117,765.6309000012698,148.0
1777007090,10,POST,POST /auth/login,0.000000,0.000000,940,940,1000,1000,1000,1000,1000,1000,1000,1000,1000,7,0,980,975.4125857143663,918.477700004587,1079.0831000049366,56.0
1777007090,10,POST,POST /auth/signup [setup],1.333333,0.000000,3300,3300,3300,3300,3500,3500,3500,3500,3500,3500,3500,10,0,3100,3097.3561999955564,2675.277399990591,3543.8374999939697,65.0
1777007090,10,POST,POST /user/[email]/description,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,2659.65960000176,2659.65960000176,2659.65960000176,2659.65960000176,1129.0
1777007090,10,,Aggregated,1.333333,0.000000,2700,2900,3100,3100,3300,3300,3500,3500,3500,3500,3500,21,0,2700,2033.1814666645923,728.5350000020117,3543.8374999939697,124.52380952380952
1777007091,10,GET,GET /user/[email],0.250000,0.000000,740,740,790,790,810,810,810,810,810,810,810,7,0,740,756.5899571428807,722.0471000036923,810.4651000030572,148.0
1777007091,10,POST,POST /auth/login,0.750000,0.000000,930,930,940,940,1000,1000,1000,1000,1000,1000,1000,9,0,940,963.0267888909051,909.1827000083867,1079.0831000049366,56.0
1777007091,10,POST,POST /auth/signup [setup],2.500000,0.000000,3300,3300,3300,3300,3500,3500,3500,3500,3500,3500,3500,10,0,3100,3097.3561999955564,2675.277399990591,3543.8374999939697,65.0
1777007091,10,POST,POST /user/[email]/description,0.000000,0.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,1,0,2659.65960000176,2659.65960000176,2659.65960000176,2659.65960000176,1129.0
1777007091,10,,Aggregated,3.500000,0.000000,980,2700,2900,3100,3300,3300,3500,3500,3500,3500,3500,27,0,980,1762.836755554653,722.0471000036923,3543.8374999939697,122.92592592592592
1777007092,10,GET,GET /user/[email],0.500000,0.000000,740,780,790,790,810,810,810,810,810,810,810,9,0,740,758.0352666668155,722.0471000036923,810.4651000030572,148.0
1777007092,10,POST,POST /auth/login,1.166667,0.000000,930,930,940,940,1000,1000,1000,1000,1000,1000,1000,10,0,930,954.3738300024415,876.4972000062698,1079.0831000049366,56.0
1777007092,10,POST,POST /auth/signup [setup],1.666667,0.000000,3300,3300,3300,3300,3500,3500,3500,3500,3500,3500,3500,10,0,3100,3097.3561999955564,2675.277399990591,3543.8374999939697,65.0
1777007092,10,POST,POST /user/[email]/description,0.166667,0.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2,0,2600,2621.0526499999105,2582.445699998061,2659.65960000176,1129.0
1777007092,10,,Aggregated,3.500000,0.000000,980,2700,2900,2900,3300,3300,3500,3500,3500,3500,3500,31,0,980,1696.1846129026173,722.0471000036923,3543.8374999939697,154.83870967741936
1777007093,10,GET,GET /user/[email],1.000000,0.000000,780,790,800,800,810,810,810,810,810,810,810,11,0,770,766.1583636376731,722.0471000036923,810.4651000030572,148.0
1777007093,10,POST,POST /auth/login,1.285714,0.000000,930,930,940,990,1000,1000,1000,1000,1000,1000,1000,12,0,930,952.0028583344052,876.4972000062698,1079.0831000049366,56.0
1777007093,10,POST,POST /auth/signup [setup],1.428571,0.000000,3300,3300,3300,3300,3500,3500,3500,3500,3500,3500,3500,10,0,3100,3097.3561999955564,2675.277399990591,3543.8374999939697,65.0
1777007093,10,POST,POST /user/[email]/description,0.142857,0.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2,0,2600,2621.0526499999105,2582.445699998061,2659.65960000176,1129.0
1777007093,10,,Aggregated,3.857143,0.000000,940,2600,2800,2900,3300,3300,3500,3500,3500,3500,3500,35,0,940,1601.9269599995043,722.0471000036923,3543.8374999939697,148.8
1777007094,10,GET,GET /user/[email],1.000000,0.000000,770,780,800,800,800,810,810,810,810,810,810,13,0,770,762.5521769234463,718.5245000000577,810.4651000030572,148.0
1777007094,10,POST,POST /auth/login,1.285714,0.000000,930,930,940,990,1000,1000,1000,1000,1000,1000,1000,12,0,930,952.0028583344052,876.4972000062698,1079.0831000049366,56.0
1777007094,10,POST,POST /auth/signup [setup],1.428571,0.000000,3300,3300,3300,3300,3500,3500,3500,3500,3500,3500,3500,10,0,3100,3097.3561999955564,2675.277399990591,3543.8374999939697,65.0
1777007094,10,POST,POST /user/[email]/description,0.142857,0.000000,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2,0,2600,2621.0526499999105,2582.445699998061,2659.65960000176,1129.0
1777007094,10,,Aggregated,3.857143,0.000000,930,1100,2700,2900,3300,3300,3500,3500,3500,3500,3500,37,0,930,1555.4832405398122,718.5245000000577,3543.8374999939697,148.75675675675674
1777007095,10,GET,GET /user/[email],1.000000,0.000000,770,790,800,810,880,880,880,880,880,880,880,16,0,770,777.9023875000348,718.5245000000577,884.5421000005445,203.75
1777007095,10,POST,POST /auth/login,1.250000,0.000000,930,940,990,990,1000,1100,1100,1100,1100,1100,1100,14,0,930,961.2964928580498,876.4972000062698,1114.458399999421,56.0
1777007095,10,POST,POST /auth/signup [setup],1.250000,0.000000,3300,3300,3300,3300,3500,3500,3500,3500,3500,3500,3500,10,0,3100,3097.3561999955564,2675.277399990591,3543.8374999939697,65.0
1777007095,10,POST,POST /user/[email]/description,0.250000,0.000000,2700,2700,2900,2900,2900,2900,2900,2900,2900,2900,2900,3,0,2700,2698.529500000101,2582.445699998061,2853.4832000004826,1129.0
1777007095,10,,Aggregated,3.750000,0.000000,930,1100,2700,2900,3100,3300,3500,3500,3500,3500,3500,43,0,930,1511.017199999282,718.5245000000577,3543.8374999939697,187.93023255813952
1777007096,10,GET,GET /user/[email],1.222222,0.000000,770,790,800,800,880,880,880,880,880,880,880,18,0,770,770.2706277777907,708.7725000019418,884.5421000005445,197.55555555555554
1777007096,10,POST,POST /auth/login,1.222222,0.000000,920,930,940,990,1000,1100,1100,1100,1100,1100,1100,16,0,930,953.2213062502706,876.4972000062698,1114.458399999421,56.0
1777007096,10,POST,POST /auth/signup [setup],1.111111,0.000000,3300,3300,3300,3300,3500,3500,3500,3500,3500,3500,3500,10,0,3100,3097.3561999955564,2675.277399990591,3543.8374999939697,65.0
